(1141, 85, 106)
(1959, 85, 107)
(1727, 85, 107)
(1463, 85, 107)
(1314, 85, 107)
(1880, 85, 108)
(1251, 85, 109)
(1997, 85, 109)
(1878, 85, 109)
(1478, 85, 109)
(1807, 85, 109)
(1492, 85, 109)
(1318, 85, 109)
(1787, 85, 110)
(1672, 85, 110)
(1734, 85, 110)
(1493, 85, 110)
(1338, 85, 110)
(1233, 85, 111)
(1609, 85, 112)
(1332, 85, 112)
(1549, 85, 112)
(1138, 85, 112)
(1365, 85, 112)
(1696, 85, 113)
(1659, 85, 114)
(1107, 85, 114)
(1256, 85, 114)
(1841, 85, 114)
(1817, 85, 115)
(1506, 85, 115)
(1505, 85, 116)
(1057, 85, 117)
(1149, 85, 117)
(1309, 85, 119)
(1709, 85, 119)
(1769, 85, 119)
(1755, 85, 119)
(1736, 85, 119)
(1160, 85, 119)
(1387, 85, 119)
(1152, 85, 119)
(1402, 85, 120)
(1605, 85, 120)
(1701, 85, 120)
(1714, 85, 121)
(1735, 85, 121)
(1580, 85, 122)
(1404, 85, 123)
(1776, 85, 123)
(1263, 85, 124)
(1223, 85, 124)
(1837, 85, 125)
(1591, 85, 126)
(1657, 85, 128)
(1833, 85, 128)
(1123, 85, 129)
(1865, 85, 131)
(1234, 85, 132)
(1916, 85, 135)
(1511, 85, 137)
(1918, 85, 141)
(1992, 85, 147)
(1576, 85, 153)
(1357, 85, 153)
(1508, 85, 153)
(1319, 85, 156)
(1716, 85, 156)
(1743, 85, 159)
(1098, 85, 173)
(2911, 174, 183)
(2715, 174, 183)
(2631, 174, 185)
(2593, 174, 186)
(2657, 174, 186)
(2775, 174, 188)
(2486, 174, 188)
(2289, 174, 188)
(2366, 174, 191)
(2834, 174, 191)
(2946, 174, 191)
(2919, 174, 191)
(2412, 174, 192)
(2330, 174, 192)
(2399, 174, 192)
(2436, 174, 192)
(2043, 174, 192)
(2139, 174, 192)
(2690, 174, 192)
(2047, 174, 192)
(2915, 174, 193)
(2473, 174, 193)
(2553, 174, 193)
(2537, 174, 194)
(2069, 174, 194)
(2991, 174, 195)
(2703, 174, 195)
(2510, 174, 195)
(2918, 174, 196)
(2231, 174, 196)
(2116, 174, 196)
(2311, 174, 196)
(2296, 174, 197)
(2418, 174, 197)
(2743, 174, 197)
(2080, 174, 197)
(2635, 174, 197)
(2580, 174, 197)
(2152, 174, 197)
(2791, 174, 197)
(2902, 174, 197)
(2807, 174, 198)
(2826, 175, 198)
(2809, 174, 198)
(2082, 174, 198)
(2271, 174, 198)
(2465, 174, 198)
(2672, 174, 199)
(2076, 174, 199)
(2029, 174, 199)
(2255, 174, 199)
(2624, 174, 199)
(2096, 174, 201)
(2681, 174, 201)
(2482, 174, 202)
(2318, 174, 202)
(2103, 174, 202)
(2907, 174, 202)
(2770, 174, 203)
(2627, 174, 204)
(2138, 174, 204)
(2729, 174, 204)
(2833, 174, 204)
(2438, 174, 205)
(2305, 174, 206)
(3012, 174, 207)
(2357, 174, 208)
(2528, 174, 208)
(2818, 174, 209)
(2446, 174, 211)
(2053, 174, 211)
(2045, 174, 212)
(2388, 174, 214)
(2256, 174, 214)
(2858, 174, 215)
(2058, 174, 216)
(2525, 174, 217)
(2439, 174, 219)
(2674, 174, 219)
(3035, 174, 220)
(2963, 174, 221)
(2949, 174, 222)
(2483, 174, 224)
(2737, 174, 227)
(2219, 174, 227)
(3040, 174, 228)
(2190, 174, 232)
(2258, 174, 233)
(2124, 174, 234)
(2651, 174, 235)
(2973, 174, 235)
(2121, 174, 237)
(2328, 174, 238)
(2316, 174, 238)
(2025, 174, 239)
(2564, 174, 240)
(2956, 174, 240)
(2735, 174, 241)
(2882, 174, 250)
(2678, 174, 254)
(3300, 255, 265)
(3161, 255, 266)
(3382, 255, 266)
(3859, 255, 266)
(3900, 255, 268)
(3079, 255, 268)
(3627, 255, 269)
(3417, 255, 269)
(3903, 255, 270)
(3973, 255, 270)
(3989, 255, 270)
(3327, 255, 270)
(3947, 255, 270)
(3447, 255, 271)
(3077, 255, 271)
(3950, 255, 271)
(3076, 255, 271)
(3836, 255, 271)
(3277, 255, 271)
(3372, 255, 272)
(3253, 255, 273)
(3674, 255, 273)
(3127, 255, 273)
(3519, 255, 273)
(3480, 255, 273)
(3610, 255, 273)
(3619, 255, 274)
(3576, 255, 274)
(3602, 255, 274)
(3820, 255, 274)
(3813, 255, 274)
(3292, 255, 274)
(3816, 255, 275)
(3268, 255, 275)
(3778, 255, 276)
(3725, 255, 276)
(3495, 255, 277)
(3546, 255, 277)
(3959, 255, 277)
(3807, 255, 277)
(3743, 255, 277)
(3499, 255, 277)
(3227, 255, 278)
(3889, 255, 278)
(3293, 255, 278)
(3868, 255, 278)
(3119, 255, 278)
(3156, 255, 279)
(3205, 255, 279)
(3181, 255, 279)
(3689, 255, 279)
(3169, 255, 279)
(3741, 255, 280)
(3770, 255, 280)
(3138, 255, 281)
(3553, 255, 281)
(3524, 255, 281)
(3052, 255, 281)
(3498, 255, 282)
(3270, 255, 282)
(3339, 255, 283)
(3812, 255, 283)
(3584, 255, 284)
(3264, 255, 284)
(3863, 255, 285)
(3543, 255, 285)
(3415, 255, 285)
(3209, 255, 285)
(3204, 255, 285)
(3591, 255, 286)
(3201, 255, 287)
(3146, 255, 289)
(3735, 255, 289)
(3666, 255, 289)
(3827, 255, 290)
(3976, 255, 291)
(3103, 255, 291)
(3764, 255, 291)
(3124, 255, 294)
(4000, 255, 296)
(3645, 256, 297)
(3167, 255, 298)
(3595, 255, 298)
(3557, 255, 298)
(3802, 255, 299)
(3486, 255, 300)
(3615, 255, 302)
(3561, 255, 302)
(3789, 255, 305)
(3275, 255, 307)
(3435, 255, 308)
(3612, 255, 309)
(3217, 255, 312)
(3982, 255, 317)
(3106, 255, 318)
(3296, 255, 322)
(3736, 255, 323)
(3791, 256, 328)
(3592, 255, 330)
(3991, 255, 336)
(4158, 337, 350)
(4367, 337, 350)
(4722, 337, 351)
(4666, 337, 351)
(4717, 337, 352)
(4444, 337, 352)
(4191, 337, 352)
(4742, 337, 352)
(4611, 337, 353)
(4024, 337, 354)
(4282, 337, 354)
(4488, 337, 354)
(4718, 337, 355)
(4787, 337, 355)
(4828, 337, 355)
(4089, 337, 355)
(4591, 337, 356)
(4811, 337, 357)
(4209, 337, 357)
(4835, 337, 357)
(4783, 337, 357)
(4598, 337, 357)
(4392, 337, 357)
(4226, 337, 358)
(4370, 337, 359)
(4153, 337, 359)
(4239, 337, 360)
(4240, 337, 360)
(4186, 337, 360)
(4079, 337, 360)
(4525, 337, 360)
(4404, 337, 360)
(4189, 337, 361)
(4101, 337, 361)
(4508, 337, 361)
(4594, 337, 361)
(4568, 337, 361)
(4132, 337, 362)
(4520, 337, 362)
(4121, 337, 363)
(4222, 337, 363)
(4352, 337, 363)
(4303, 337, 364)
(4758, 337, 364)
(4381, 337, 364)
(4379, 337, 364)
(4436, 337, 364)
(4517, 337, 365)
(4565, 337, 366)
(4774, 337, 366)
(4258, 337, 367)
(4206, 337, 368)
(4393, 337, 369)
(4176, 337, 369)
(4483, 337, 369)
(4701, 337, 370)
(4163, 337, 370)
(4748, 337, 371)
(4604, 337, 371)
(4361, 337, 371)
(4003, 337, 372)
(4549, 337, 372)
(4649, 337, 373)
(4731, 337, 373)
(4713, 337, 374)
(4294, 337, 374)
(4290, 337, 375)
(4018, 337, 375)
(4340, 337, 376)
(4670, 337, 376)
(4165, 337, 377)
(4113, 337, 377)
(4217, 337, 377)
(4063, 337, 379)
(4805, 337, 379)
(4334, 337, 380)
(4466, 337, 380)
(4644, 337, 380)
(4102, 337, 381)
(4636, 337, 381)
(4814, 337, 381)
(4129, 337, 382)
(4375, 337, 384)
(4351, 337, 387)
(4653, 337, 387)
(4205, 337, 387)
(4682, 337, 387)
(4648, 337, 389)
(4040, 337, 390)
(4342, 337, 393)
(4179, 337, 396)
(4411, 337, 397)
(4155, 337, 397)
(4002, 337, 398)
(4495, 337, 399)
(4295, 337, 401)
(4365, 337, 403)
(4467, 337, 405)
(4771, 337, 410)
(4374, 337, 414)
(4919, 415, 424)
(5044, 415, 426)
(4889, 415, 426)
(5308, 415, 427)
(5638, 415, 427)
(5082, 415, 427)
(5686, 415, 427)
(4988, 415, 427)
(4898, 415, 429)
(5643, 415, 429)
(5537, 415, 430)
(5523, 415, 430)
(5320, 415, 430)
(5179, 415, 431)
(5673, 415, 431)
(5086, 415, 431)
(5046, 415, 431)
(5111, 415, 432)
(5360, 415, 432)
(4918, 415, 433)
(4856, 415, 433)
(5507, 415, 433)
(5684, 415, 433)
(5216, 415, 433)
(5217, 415, 433)
(5302, 415, 434)
(5366, 415, 434)
(5487, 415, 434)
(5655, 417, 434)
(5196, 415, 435)
(4882, 415, 435)
(4953, 415, 435)
(5642, 415, 435)
(5617, 415, 436)
(4947, 415, 436)
(4901, 415, 436)
(5157, 415, 436)
(5088, 415, 437)
(5324, 415, 437)
(5444, 415, 437)
(5090, 415, 438)
(5288, 415, 438)
(5079, 415, 439)
(5521, 415, 439)
(5208, 415, 439)
(5296, 416, 439)
(4975, 415, 439)
(4870, 415, 440)
(5402, 415, 440)
(5237, 415, 440)
(5649, 416, 440)
(5656, 417, 440)
(4892, 415, 440)
(4991, 415, 441)
(4888, 415, 441)
(5032, 415, 441)
(5173, 415, 441)
(5368, 415, 441)
(5384, 415, 441)
(5661, 415, 441)
(5206, 415, 441)
(5572, 415, 442)
(5477, 415, 442)
(5258, 415, 442)
(5512, 415, 443)
(5466, 415, 443)
(5407, 415, 443)
(5341, 415, 444)
(5369, 415, 444)
(5116, 415, 444)
(5476, 415, 444)
(5631, 415, 444)
(5273, 415, 444)
(5430, 415, 445)
(5397, 415, 445)
(4972, 415, 445)
(5565, 415, 447)
(4924, 415, 448)
(5351, 415, 449)
(5259, 415, 449)
(5019, 415, 450)
(5410, 415, 451)
(5024, 415, 454)
(5554, 415, 455)
(4977, 415, 457)
(4909, 415, 457)
(5593, 415, 458)
(5124, 415, 461)
(5552, 415, 461)
(5185, 415, 463)
(5238, 415, 465)
(4931, 415, 465)
(5198, 415, 470)
(4842, 415, 471)
(5528, 415, 472)
(4993, 415, 475)
(5106, 415, 477)
(5103, 415, 479)
(5440, 415, 489)
(5460, 415, 490)
(5885, 491, 500)
(6248, 491, 502)
(6347, 491, 502)
(6371, 491, 502)
(5845, 491, 502)
(5714, 491, 503)
(6163, 491, 505)
(6446, 491, 505)
(6050, 491, 506)
(6004, 491, 506)
(5890, 491, 507)
(6387, 491, 508)
(5768, 491, 509)
(6197, 491, 509)
(6389, 491, 510)
(6242, 491, 510)
(5812, 491, 511)
(6351, 491, 511)
(6462, 491, 511)
(6483, 491, 511)
(6328, 491, 512)
(5730, 491, 514)
(6161, 491, 514)
(6505, 491, 514)
(6170, 491, 514)
(6109, 491, 514)
(6255, 491, 515)
(6016, 491, 515)
(6412, 491, 515)
(6509, 491, 516)
(5896, 491, 516)
(5708, 491, 516)
(5687, 491, 517)
(6196, 491, 517)
(5815, 491, 517)
(6180, 491, 517)
(6510, 491, 518)
(5698, 491, 519)
(6098, 491, 520)
(5946, 491, 520)
(6252, 491, 520)
(6021, 491, 520)
(6494, 491, 520)
(6355, 491, 520)
(6014, 491, 521)
(5769, 491, 521)
(6302, 491, 521)
(5782, 491, 521)
(6427, 491, 522)
(6402, 491, 522)
(6241, 491, 524)
(6433, 491, 524)
(6113, 491, 526)
(6150, 491, 526)
(5967, 491, 526)
(5987, 491, 526)
(6065, 491, 528)
(6438, 491, 529)
(6538, 491, 529)
(6307, 491, 530)
(6067, 491, 530)
(6410, 491, 531)
(6383, 491, 531)
(5693, 491, 531)
(6524, 491, 532)
(6434, 491, 532)
(5726, 491, 532)
(5864, 491, 533)
(6115, 491, 534)
(6202, 491, 534)
(6532, 491, 534)
(5790, 491, 534)
(6107, 491, 534)
(6507, 491, 535)
(6262, 492, 536)
(5974, 491, 537)
(6168, 491, 538)
(6088, 491, 538)
(6485, 491, 538)
(6059, 491, 540)
(6370, 491, 543)
(5976, 491, 544)
(5982, 491, 546)
(5842, 491, 546)
(5945, 491, 546)
(6469, 491, 547)
(5818, 491, 550)
(5813, 491, 550)
(5797, 491, 554)
(5807, 491, 556)
(5836, 491, 556)
(6322, 491, 556)
(6141, 491, 557)
(6506, 491, 559)
(5900, 491, 559)
(6392, 491, 561)
(6325, 493, 561)
(6420, 491, 562)
(6166, 491, 571)
(6258, 492, 574)
(6695, 574, 583)
(6692, 574, 585)
(6908, 574, 586)
(7169, 574, 586)
(7007, 574, 586)
(6636, 574, 586)
(7009, 574, 588)
(7142, 574, 588)
(7066, 574, 588)
(6942, 574, 589)
(6557, 574, 589)
(6644, 574, 590)
(7013, 574, 590)
(7061, 574, 591)
(7494, 574, 592)
(7641, 574, 592)
(7498, 574, 592)
(6694, 574, 593)
(7649, 574, 593)
(7329, 574, 593)
(7495, 574, 593)
(6634, 574, 593)
(7130, 574, 594)
(7046, 574, 595)
(7156, 574, 595)
(7517, 574, 595)
(7019, 574, 595)
(7326, 574, 595)
(6752, 574, 596)
(7182, 574, 596)
(6961, 574, 596)
(7537, 574, 596)
(7588, 574, 596)
(6973, 574, 597)
(7087, 574, 597)
(6601, 574, 597)
(6571, 574, 598)
(7229, 574, 598)
(7164, 574, 598)
(6851, 574, 598)
(6678, 574, 599)
(7123, 574, 599)
(6647, 574, 599)
(6975, 574, 599)
(6883, 574, 599)
(7008, 574, 600)
(7673, 574, 600)
(7036, 574, 600)
(7151, 574, 600)
(7402, 574, 600)
(6623, 574, 601)
(6701, 574, 601)
(6945, 574, 601)
(7565, 574, 601)
(7343, 574, 602)
(6803, 574, 602)
(7252, 574, 603)
(7431, 574, 603)
(7391, 574, 603)
(7547, 574, 604)
(6981, 574, 604)
(6858, 574, 604)
(7477, 574, 604)
(6735, 574, 605)
(7506, 574, 605)
(7417, 574, 605)
(7677, 574, 607)
(7327, 574, 607)
(7375, 574, 608)
(6577, 574, 608)
(7034, 574, 608)
(6949, 574, 608)
(7456, 574, 609)
(6900, 574, 609)
(6754, 574, 609)
(7401, 574, 610)
(7055, 574, 610)
(6627, 574, 610)
(6790, 574, 611)
(6659, 574, 611)
(6618, 574, 613)
(6806, 574, 614)
(6599, 574, 617)
(7424, 574, 618)
(6718, 574, 619)
(6573, 574, 620)
(7543, 574, 621)
(7084, 574, 624)
(7530, 574, 624)
(7058, 574, 625)
(6584, 574, 625)
(6869, 574, 626)
(7180, 574, 627)
(7554, 574, 632)
(7528, 574, 636)
(6952, 574, 636)
(6802, 574, 639)
(7452, 574, 640)
(6681, 574, 642)
(6827, 574, 648)
(8693, 649, 658)
(7992, 649, 660)
(8177, 649, 661)
(7832, 649, 662)
(8421, 649, 663)
(8428, 649, 664)
(7738, 649, 664)
(7888, 649, 664)
(8389, 649, 664)
(7864, 649, 664)
(8244, 649, 665)
(8170, 649, 665)
(7707, 649, 666)
(8105, 649, 666)
(7909, 649, 666)
(8461, 649, 666)
(8241, 649, 667)
(7912, 649, 668)
(8331, 649, 668)
(8599, 649, 668)
(8646, 649, 668)
(8463, 649, 668)
(7706, 649, 669)
(8378, 649, 669)
(8648, 649, 669)
(7999, 649, 669)
(8272, 649, 669)
(8075, 649, 670)
(7932, 649, 670)
(8654, 649, 670)
(7922, 649, 671)
(7836, 649, 671)
(7699, 649, 671)
(8444, 649, 671)
(8372, 649, 671)
(8291, 649, 671)
(7944, 649, 672)
(8239, 649, 672)
(8201, 649, 673)
(8493, 649, 673)
(8340, 649, 673)
(7691, 649, 673)
(8585, 649, 674)
(8071, 649, 674)
(7976, 649, 674)
(8099, 649, 675)
(8247, 649, 675)
(8335, 649, 676)
(8505, 649, 677)
(8329, 649, 677)
(8347, 649, 677)
(8240, 649, 677)
(8360, 649, 678)
(7764, 649, 678)
(8672, 649, 678)
(7700, 649, 679)
(8679, 649, 680)
(7890, 649, 680)
(7894, 649, 680)
(8022, 649, 680)
(8659, 649, 681)
(8185, 649, 681)
(8069, 649, 681)
(7978, 649, 681)
(7859, 649, 681)
(8186, 649, 682)
(8067, 649, 683)
(8088, 649, 684)
(8213, 649, 684)
(8561, 649, 684)
(7884, 649, 684)
(8580, 649, 685)
(8307, 649, 688)
(7930, 649, 688)
(8062, 649, 688)
(7878, 649, 689)
(8118, 649, 689)
(8454, 649, 690)
(8299, 649, 692)
(7989, 649, 694)
(7885, 649, 696)
(7696, 649, 696)
(7781, 649, 697)
(8041, 649, 698)
(7847, 649, 698)
(7826, 649, 700)
(7974, 649, 701)
(7766, 649, 704)
(8435, 649, 704)
(8312, 649, 705)
(8139, 649, 710)
(7693, 649, 711)
(8300, 649, 712)
(8685, 649, 713)
(7962, 649, 715)
(7744, 649, 716)
(8267, 649, 717)
(8257, 649, 718)
(8104, 649, 732)
(7695, 649, 738)
(8702, 739, 750)
(9177, 739, 750)
(9219, 739, 751)
(8798, 739, 751)
(8744, 739, 752)
(9545, 739, 753)
(8843, 739, 753)
(9109, 739, 753)
(8794, 739, 754)
(8840, 739, 754)
(8763, 739, 754)
(9241, 739, 754)
(9366, 739, 755)
(9223, 739, 755)
(9183, 739, 755)
(8970, 739, 755)
(9373, 739, 756)
(8943, 739, 756)
(9280, 739, 756)
(9284, 739, 756)
(8998, 739, 756)
(9000, 739, 756)
(9079, 739, 757)
(9271, 739, 757)
(9394, 739, 757)
(9283, 739, 757)
(8719, 739, 757)
(8901, 739, 757)
(9643, 739, 758)
(8984, 739, 758)
(9161, 739, 758)
(9218, 739, 758)
(9154, 739, 758)
(8751, 739, 759)
(8696, 739, 759)
(8911, 739, 759)
(8762, 739, 760)
(9007, 739, 760)
(8707, 739, 761)
(9562, 739, 761)
(9499, 739, 761)
(9043, 739, 762)
(8905, 739, 762)
(9639, 739, 762)
(9339, 739, 762)
(8745, 739, 762)
(8920, 739, 762)
(8788, 739, 762)
(9424, 739, 763)
(9027, 739, 763)
(8796, 739, 763)
(8747, 739, 764)
(9670, 739, 764)
(9371, 739, 764)
(9715, 739, 764)
(9387, 739, 765)
(9066, 739, 765)
(9365, 739, 766)
(8776, 739, 766)
(9068, 739, 766)
(9224, 739, 767)
(9301, 739, 767)
(9681, 739, 768)
(8758, 739, 768)
(8789, 739, 768)
(9187, 739, 768)
(9487, 739, 768)
(9018, 739, 769)
(9142, 739, 769)
(9576, 739, 770)
(9511, 739, 770)
(8743, 739, 770)
(9621, 739, 771)
(9026, 739, 771)
(9648, 740, 772)
(9278, 739, 773)
(9196, 739, 773)
(9077, 739, 774)
(9001, 739, 775)
(9553, 739, 776)
(8780, 739, 779)
(9292, 739, 779)
(9318, 739, 779)
(9179, 739, 779)
(9252, 739, 779)
(9655, 739, 779)
(9566, 739, 779)
(9711, 739, 783)
(9704, 739, 784)
(8816, 739, 787)
(9695, 739, 791)
(9395, 739, 791)
(9334, 739, 793)
(9551, 739, 795)
(9450, 739, 800)
(9236, 739, 802)
(9699, 739, 803)
(9503, 739, 804)
(9351, 739, 806)
(9071, 739, 807)
(148, 808, 820)
(99, 808, 821)
(10166, 808, 822)
(6, 808, 822)
(193, 808, 822)
(10101, 808, 822)
(134, 808, 823)
(10077, 808, 824)
(9926, 808, 824)
(132, 808, 824)
(10184, 808, 825)
(114, 808, 825)
(200, 808, 826)
(10026, 808, 826)
(9752, 808, 826)
(305, 808, 827)
(211, 808, 827)
(151, 808, 827)
(9868, 808, 828)
(9897, 808, 828)
(38, 808, 828)
(32, 808, 828)
(84, 808, 828)
(9736, 808, 829)
(115, 808, 829)
(10084, 808, 830)
(9853, 808, 831)
(10132, 808, 831)
(60, 808, 831)
(317, 808, 831)
(261, 808, 832)
(9766, 808, 833)
(120, 808, 833)
(10200, 808, 833)
(291, 808, 833)
(9762, 808, 833)
(10074, 808, 833)
(9908, 808, 834)
(10145, 808, 834)
(10207, 808, 834)
(98, 808, 834)
(10100, 808, 834)
(331, 808, 834)
(243, 808, 834)
(9815, 808, 834)
(167, 808, 835)
(9985, 808, 835)
(9807, 808, 835)
(9997, 808, 836)
(308, 808, 836)
(9954, 808, 837)
(49, 808, 837)
(9816, 808, 837)
(389, 808, 838)
(39, 808, 838)
(10039, 808, 838)
(9931, 808, 839)
(10227, 808, 839)
(171, 808, 839)
(338, 808, 839)
(153, 808, 839)
(85, 808, 840)
(10016, 808, 840)
(9812, 808, 841)
(140, 808, 842)
(10182, 808, 842)
(245, 808, 842)
(9964, 808, 842)
(13, 808, 842)
(9809, 808, 842)
(9920, 808, 843)
(386, 808, 843)
(10202, 808, 843)
(10195, 808, 846)
(122, 808, 846)
(9994, 808, 846)
(393, 808, 846)
(9796, 808, 846)
(196, 808, 849)
(9737, 808, 850)
(10095, 808, 855)
(63, 808, 857)
(104, 808, 858)
(9821, 808, 859)
(10151, 808, 860)
(368, 808, 860)
(332, 808, 860)
(10131, 808, 861)
(10049, 808, 863)
(249, 808, 864)
(10122, 808, 864)
(45, 808, 865)
(33, 808, 868)
(79, 808, 868)
(9900, 808, 870)
(9773, 808, 873)
(10170, 808, 880)
(10163, 808, 881)
(342, 808, 883)
(194, 808, 888)
(479, 889, 898)
(866, 889, 898)
(1111, 889, 899)
(1499, 889, 899)
(454, 889, 900)
(449, 889, 900)
(737, 889, 901)
(626, 889, 901)
(1345, 889, 903)
(665, 889, 903)
(915, 889, 903)
(739, 889, 903)
(701, 889, 903)
(1374, 889, 904)
(774, 889, 905)
(1039, 889, 905)
(1029, 889, 906)
(1405, 889, 907)
(750, 889, 908)
(1115, 889, 908)
(476, 889, 909)
(1415, 889, 910)
(1040, 889, 910)
(504, 889, 910)
(579, 889, 911)
(1178, 889, 911)
(867, 889, 911)
(1289, 889, 912)
(1151, 889, 912)
(1352, 889, 912)
(1283, 889, 912)
(1021, 889, 913)
(542, 889, 913)
(779, 889, 913)
(943, 889, 913)
(1105, 889, 914)
(1429, 889, 914)
(526, 889, 915)
(920, 889, 915)
(1179, 889, 915)
(855, 889, 916)
(1280, 889, 916)
(1286, 889, 916)
(1060, 889, 917)
(745, 889, 917)
(1067, 889, 917)
(773, 889, 917)
(1202, 889, 918)
(1241, 889, 918)
(589, 889, 918)
(1130, 889, 919)
(1297, 889, 919)
(444, 889, 919)
(921, 889, 919)
(1127, 889, 919)
(987, 889, 919)
(1486, 889, 920)
(431, 889, 920)
(757, 889, 920)
(1243, 889, 921)
(645, 889, 922)
(1295, 889, 922)
(1440, 889, 922)
(787, 889, 922)
(621, 889, 923)
(894, 889, 923)
(863, 889, 923)
(1358, 889, 924)
(528, 889, 926)
(488, 889, 926)
(1048, 889, 927)
(524, 889, 928)
(1185, 889, 928)
(704, 889, 928)
(1270, 889, 928)
(427, 889, 929)
(553, 889, 929)
(643, 889, 930)
(934, 889, 930)
(497, 889, 931)
(1210, 889, 931)
(917, 889, 932)
(681, 889, 933)
(805, 889, 933)
(929, 889, 937)
(1413, 889, 937)
(1311, 889, 938)
(648, 889, 941)
(1121, 889, 943)
(1264, 889, 943)
(531, 889, 944)
(1031, 889, 944)
(541, 889, 945)
(702, 889, 945)
(1302, 889, 947)
(513, 889, 948)
(1382, 889, 951)
(906, 889, 963)
(1129, 889, 965)
(1298, 889, 982)
(2411, 983, 991)
(1597, 983, 993)
(1520, 983, 994)
(1866, 983, 994)
(1818, 983, 995)
(1731, 983, 995)
(1670, 983, 995)
(2428, 983, 996)
(1784, 983, 997)
(1906, 983, 998)
(1759, 983, 998)
(2192, 983, 999)
(2377, 983, 999)
(2404, 983, 999)
(1912, 983, 1000)
(2207, 983, 1000)
(2055, 983, 1001)
(2286, 983, 1001)
(1830, 983, 1002)
(1765, 983, 1002)
(1870, 983, 1002)
(2016, 983, 1002)
(2122, 983, 1002)
(2383, 983, 1002)
(2030, 983, 1002)
(1608, 983, 1003)
(2156, 983, 1003)
(1523, 983, 1003)
(1945, 983, 1003)
(1683, 983, 1004)
(1615, 983, 1004)
(2278, 983, 1004)
(1679, 983, 1004)
(1911, 983, 1004)
(2011, 983, 1004)
(2039, 983, 1005)
(1999, 983, 1005)
(2089, 983, 1005)
(1685, 983, 1005)
(2302, 983, 1005)
(1593, 983, 1006)
(2420, 983, 1006)
(2269, 983, 1006)
(2461, 983, 1006)
(2283, 983, 1007)
(1904, 983, 1007)
(1956, 983, 1007)
(1868, 983, 1008)
(2014, 983, 1010)
(1618, 983, 1011)
(2200, 983, 1011)
(2285, 983, 1011)
(1722, 983, 1012)
(1851, 983, 1012)
(1737, 983, 1012)
(1996, 983, 1012)
(1754, 983, 1013)
(1501, 983, 1013)
(2405, 983, 1013)
(1795, 983, 1013)
(2351, 983, 1013)
(1898, 983, 1013)
(1859, 983, 1013)
(1890, 983, 1014)
(1686, 983, 1014)
(1788, 983, 1014)
(2453, 983, 1016)
(1551, 983, 1016)
(2163, 983, 1017)
(1975, 983, 1017)
(1799, 983, 1018)
(2474, 984, 1018)
(2488, 983, 1018)
(2202, 983, 1019)
(2099, 983, 1020)
(1587, 983, 1022)
(1895, 983, 1022)
(1881, 983, 1023)
(1723, 983, 1023)
(2097, 983, 1024)
(1700, 983, 1025)
(2188, 983, 1028)
(1809, 983, 1028)
(1572, 983, 1029)
